Fiscal Year ,BMP Name,Sending County Code,Sending County ,Receiving County Code,Receiving County,Extent,Unit,Animal Primary Type,Animal subtype,Receiving State,Receiving Location
2005,Manure Transport,24045,WICOMICO,,,101.61,Tons,POULTRY,BROILERS,,Alternative Use
2005,Manure Transport,24045,WICOMICO,,,382.65,Tons,POULTRY,BROILERS,,Alternative Use
2005,Manure Transport,24011,CAROLINE,,,618.39,Tons,POULTRY,BROILERS,,Alternative Use
2005,Manure Transport,24045,WICOMICO,,,159.49,Tons,POULTRY,BROILERS,,Alternative Use
2005,Manure Transport,24045,WICOMICO,,,631.5,Tons,POULTRY,BROILERS,,Alternative Use
2005,Manure Transport,24045,WICOMICO,,,991.34,Tons,POULTRY,BROILERS,,Alternative Use
2005,Manure Transport,24039,SOMERSET,,,383.31,Tons,POULTRY,BROILERS,,Alternative Use
2005,Manure Transport,24039,SOMERSET,,,480.2,Tons,POULTRY,BROILERS,,Alternative Use
2005,Manure Transport,24045,WICOMICO,,,706.53,Tons,POULTRY,BROILERS,,Alternative Use
2005,Manure Transport,24045,WICOMICO,,,708.49,Tons,POULTRY,BROILERS,,Alternative Use
2005,Manure Transport,24045,WICOMICO,,,573.72,Tons,POULTRY,BROILERS,,Alternative Use
2005,Manure Transport,24045,WICOMICO,,,214.27,Tons,POULTRY,BROILERS,,Alternative Use
2005,Manure Transport,24045,WICOMICO,,,291.29,Tons,POULTRY,BROILERS,,Alternative Use
2005,Manure Transport,24045,WICOMICO,,,502.11,Tons,POULTRY,BROILERS,,Alternative Use
2005,Manure Transport,24011,CAROLINE,,,696.13,Tons,POULTRY,BROILERS,,Alternative Use
2005,Manure Transport,24039,SOMERSET,,,764.56,Tons,POULTRY,BROILERS,,Alternative Use
2005,Manure Transport,24045,WICOMICO,,,618.52,Tons,POULTRY,BROILERS,,Alternative Use
2005,Manure Transport,24047,WORCESTER,,,365.66,Tons,POULTRY,BROILERS,,Alternative Use
2006,Manure Transport,24045,WICOMICO,,,137.7,Tons,POULTRY,BROILERS,,Alternative Use
2006,Manure Transport,24039,SOMERSET,,,733.67,Tons,POULTRY,BROILERS,,Alternative Use
2006,Manure Transport,24011,CAROLINE,,,703.19,Tons,POULTRY,BROILERS,,Alternative Use
2006,Manure Transport,24019,DORCHESTER,,,400.38,Tons,POULTRY,BROILERS,,Alternative Use
2006,Manure Transport,24039,SOMERSET,,,1233.18,Tons,POULTRY,BROILERS,,Alternative Use
2006,Manure Transport,24039,SOMERSET,,,573.96,Tons,POULTRY,BROILERS,,Alternative Use
2006,Manure Transport,24039,SOMERSET,,,368.28,Tons,POULTRY,BROILERS,,Alternative Use
2006,Manure Transport,24045,WICOMICO,,,686.27,Tons,POULTRY,BROILERS,,Alternative Use
2006,Manure Transport,24045,WICOMICO,,,500.92,Tons,POULTRY,BROILERS,,Alternative Use
2006,Manure Transport,24045,WICOMICO,,,457.67,Tons,POULTRY,BROILERS,,Alternative Use
2006,Manure Transport,24045,WICOMICO,,,656.09,Tons,POULTRY,BROILERS,,Alternative Use
2006,Manure Transport,24047,WORCESTER,,,159.88,Tons,POULTRY,BROILERS,,Alternative Use
2006,Manure Transport,24047,WORCESTER,,,348.03,Tons,POULTRY,BROILERS,,Alternative Use
2006,Manure Transport,24047,WORCESTER,,,682.5,Tons,POULTRY,BROILERS,,Alternative Use
2006,Manure Transport,24039,SOMERSET,,,224.82,Tons,POULTRY,BROILERS,,Alternative Use
2006,Manure Transport,24045,WICOMICO,,,296.17,Tons,POULTRY,BROILERS,,Alternative Use
2006,Manure Transport,24019,DORCHESTER,,,270.51,Tons,POULTRY,BROILERS,,Alternative Use
2006,Manure Transport,24039,SOMERSET,,,119.55,Tons,POULTRY,BROILERS,,Alternative Use
2006,Manure Transport,24019,DORCHESTER,,,206.04,Tons,POULTRY,BROILERS,,Alternative Use
2006,Manure Transport,24047,WORCESTER,,,652.48,Tons,POULTRY,BROILERS,,Alternative Use
2006,Manure Transport,24021,FREDERICK,,,165,Tons,CATTLE,DAIRY,,Alternative Use
2006,Manure Transport,24021,FREDERICK,,,40,Tons,CATTLE,DAIRY,,Alternative Use
2006,Manure Transport,24011,CAROLINE,,,434.85,Tons,POULTRY,BROILERS,,Alternative Use
2006,Manure Transport,24029,KENT,,,144.2,Tons,POULTRY,BROILERS,,Alternative Use
2006,Manure Transport,24035,QUEEN ANNE'S,,,941.45,Tons,POULTRY,BROILERS,,Alternative Use
2006,Manure Transport,24039,SOMERSET,,,116.05,Tons,POULTRY,BROILERS,,Alternative Use
2006,Manure Transport,24039,SOMERSET,,,71.01,Tons,POULTRY,BROILERS,,Alternative Use
2006,Manure Transport,24039,SOMERSET,,,419.86,Tons,POULTRY,BROILERS,,Alternative Use
2006,Manure Transport,24045,WICOMICO,,,265.11,Tons,POULTRY,BROILERS,,Alternative Use
2006,Manure Transport,24045,WICOMICO,,,213.89,Tons,POULTRY,BROILERS,,Alternative Use
2006,Manure Transport,24045,WICOMICO,,,386.13,Tons,POULTRY,BROILERS,,Alternative Use
2006,Manure Transport,24047,WORCESTER,,,1321.48,Tons,POULTRY,BROILERS,,Alternative Use
2006,Manure Transport,24047,WORCESTER,,,172.66,Tons,POULTRY,BROILERS,,Alternative Use
2006,Manure Transport,24045,WICOMICO,,,944.02,Tons,POULTRY,BROILERS,,Alternative Use
2006,Manure Transport,24045,WICOMICO,,,334.59,Tons,POULTRY,BROILERS,,Alternative Use
2006,Manure Transport,24047,WORCESTER,,,954.18,Tons,POULTRY,BROILERS,,Alternative Use
2006,Manure Transport,24019,DORCHESTER,,,1049.93,Tons,POULTRY,BROILERS,,Alternative Use
2006,Manure Transport,24019,DORCHESTER,,,509.36,Tons,POULTRY,BROILERS,,Alternative Use
2006,Manure Transport,24045,WICOMICO,,,546.33,Tons,POULTRY,BROILERS,,Alternative Use
2006,Manure Transport,24019,DORCHESTER,,,541.99,Tons,POULTRY,BROILERS,,Alternative Use
2006,Manure Transport,24039,SOMERSET,,,1162.34,Tons,POULTRY,BROILERS,,Alternative Use
2006,Manure Transport,24045,WICOMICO,,,637.77,Tons,POULTRY,BROILERS,,Alternative Use
2006,Manure Transport,24045,WICOMICO,,,404.25,Tons,POULTRY,BROILERS,,Alternative Use
2006,Manure Transport,24045,WICOMICO,,,45.66,Tons,POULTRY,BROILERS,,Alternative Use
2006,Manure Transport,24047,WORCESTER,,,202.94,Tons,POULTRY,BROILERS,,Alternative Use
2006,Manure Transport,24047,WORCESTER,,,870.5,Tons,POULTRY,BROILERS,,Alternative Use
2006,Manure Transport,24011,CAROLINE,,,437.46,Tons,POULTRY,BROILERS,,Alternative Use
2006,Manure Transport,24011,CAROLINE,,,48.66,Tons,POULTRY,BROILERS,,Alternative Use
2006,Manure Transport,24047,WORCESTER,,,414.83,Tons,POULTRY,BROILERS,,Alternative Use
2006,Manure Transport,24045,WICOMICO,,,630,Tons,POULTRY,BROILERS,,Alternative Use
2006,Manure Transport,24045,WICOMICO,,,861,Tons,POULTRY,BROILERS,,Alternative Use
2006,Manure Transport,24047,WORCESTER,,,269.91,Tons,POULTRY,BROILERS,,Alternative Use
2006,Manure Transport,24047,WORCESTER,,,23.88,Tons,POULTRY,BROILERS,,Alternative Use
2006,Manure Transport,24019,DORCHESTER,,,254.02,Tons,POULTRY,BROILERS,,Alternative Use
2006,Manure Transport,24029,KENT,,,74.65,Tons,POULTRY,BROILERS,,Alternative Use
2006,Manure Transport,24039,SOMERSET,,,813.28,Tons,POULTRY,BROILERS,,Alternative Use
2006,Manure Transport,24019,DORCHESTER,,,303.34,Tons,POULTRY,BROILERS,,Alternative Use
2006,Manure Transport,24029,KENT,,,95.84,Tons,POULTRY,BROILERS,,Alternative Use
2006,Manure Transport,24039,SOMERSET,,,315,Tons,POULTRY,BROILERS,,Alternative Use
2006,Manure Transport,24045,WICOMICO,,,144.04,Tons,POULTRY,BROILERS,,Alternative Use
2006,Manure Transport,24047,WORCESTER,,,344.4,Tons,POULTRY,BROILERS,,Alternative Use
2006,Manure Transport,24011,CAROLINE,,,467.58,Tons,POULTRY,BROILERS,,Alternative Use
2006,Manure Transport,24021,FREDERICK,,,228.7,Tons,CATTLE,DAIRY,,Alternative Use
2006,Manure Transport,24039,SOMERSET,,,336.6,Tons,POULTRY,BROILERS,,Alternative Use
2006,Manure Transport,24011,CAROLINE,,,182.81,Tons,POULTRY,BROILERS,,Alternative Use
2006,Manure Transport,24019,DORCHESTER,,,609.82,Tons,POULTRY,BROILERS,,Alternative Use
2006,Manure Transport,24045,WICOMICO,,,440.32,Tons,POULTRY,BROILERS,,Alternative Use
2006,Manure Transport,24045,WICOMICO,,,738.25,Tons,POULTRY,BROILERS,,Alternative Use
2006,Manure Transport,24019,DORCHESTER,,,659.97,Tons,POULTRY,BROILERS,,Alternative Use
2006,Manure Transport,24019,DORCHESTER,,,123.84,Tons,POULTRY,BROILERS,,Alternative Use
2006,Manure Transport,24019,DORCHESTER,,,459.96,Tons,POULTRY,BROILERS,,Alternative Use
2006,Manure Transport,24019,DORCHESTER,,,903.2,Tons,POULTRY,BROILERS,,Alternative Use
2006,Manure Transport,24039,SOMERSET,,,122.56,Tons,POULTRY,BROILERS,,Alternative Use
2006,Manure Transport,24039,SOMERSET,,,46,Tons,POULTRY,BROILERS,,Alternative Use
2006,Manure Transport,24039,SOMERSET,,,420,Tons,POULTRY,BROILERS,,Alternative Use
2006,Manure Transport,24039,SOMERSET,,,755.14,Tons,POULTRY,BROILERS,,Alternative Use
2006,Manure Transport,24045,WICOMICO,,,832.37,Tons,POULTRY,BROILERS,,Alternative Use
2006,Manure Transport,24045,WICOMICO,,,550.52,Tons,POULTRY,BROILERS,,Alternative Use
2006,Manure Transport,24045,WICOMICO,,,351.88,Tons,POULTRY,BROILERS,,Alternative Use
2006,Manure Transport,24047,WORCESTER,,,1400.02,Tons,POULTRY,BROILERS,,Alternative Use
2006,Manure Transport,24035,QUEEN ANNE'S,,,709.6,Tons,POULTRY,BROILERS,,Alternative Use
2006,Manure Transport,24045,WICOMICO,,,269.38,Tons,POULTRY,BROILERS,,Alternative Use
2006,Manure Transport,24045,WICOMICO,,,935.85,Tons,POULTRY,BROILERS,,Alternative Use
2006,Manure Transport,24045,WICOMICO,,,402.15,Tons,POULTRY,BROILERS,,Alternative Use
2007,Manure Transport,24039,SOMERSET,,,875.38,Tons,POULTRY,BROILERS,,Alternative Use
2007,Manure Transport,24045,WICOMICO,,,335.13,Tons,POULTRY,BROILERS,,Alternative Use
2007,Manure Transport,24045,WICOMICO,,,164.6,Tons,POULTRY,BROILERS,,Alternative Use
2007,Manure Transport,24045,WICOMICO,,,47.92,Tons,POULTRY,BROILERS,,Alternative Use
2007,Manure Transport,24045,WICOMICO,,,716.83,Tons,POULTRY,BROILERS,,Alternative Use
2007,Manure Transport,24045,WICOMICO,,,392.37,Tons,POULTRY,BROILERS,,Alternative Use
2007,Manure Transport,24045,WICOMICO,,,475.54,Tons,POULTRY,BROILERS,,Alternative Use
2007,Manure Transport,24045,WICOMICO,,,211.32,Tons,POULTRY,BROILERS,,Alternative Use
2007,Manure Transport,24011,CAROLINE,,,986.09,Tons,POULTRY,BROILERS,,Alternative Use
2007,Manure Transport,24045,WICOMICO,,,289.07,Tons,POULTRY,BROILERS,,Alternative Use
2007,Manure Transport,24039,SOMERSET,,,1169.73,Tons,POULTRY,BROILERS,,Alternative Use
2007,Manure Transport,24045,WICOMICO,,,208.91,Tons,POULTRY,BROILERS,,Alternative Use
2007,Manure Transport,24047,WORCESTER,,,928.47,Tons,POULTRY,BROILERS,,Alternative Use
2007,Manure Transport,24019,DORCHESTER,,,352.11,Tons,POULTRY,BROILERS,,Alternative Use
2007,Manure Transport,24019,DORCHESTER,,,73.43,Tons,POULTRY,BROILERS,,Alternative Use
2007,Manure Transport,24045,WICOMICO,,,1850.24,Tons,POULTRY,BROILERS,,Alternative Use
2007,Manure Transport,24011,CAROLINE,,,446.12,Tons,POULTRY,BROILERS,,Alternative Use
2007,Manure Transport,24019,DORCHESTER,,,945,Tons,POULTRY,BROILERS,,Alternative Use
2007,Manure Transport,24045,WICOMICO,,,211.59,Tons,POULTRY,BROILERS,,Alternative Use
2007,Manure Transport,24045,WICOMICO,,,194.63,Tons,POULTRY,BROILERS,,Alternative Use
2007,Manure Transport,24045,WICOMICO,,,386.09,Tons,POULTRY,BROILERS,,Alternative Use
2007,Manure Transport,24047,WORCESTER,,,878.47,Tons,POULTRY,BROILERS,,Alternative Use
2007,Manure Transport,24045,WICOMICO,,,1220.15,Tons,POULTRY,BROILERS,,Alternative Use
2007,Manure Transport,24045,WICOMICO,,,1350.97,Tons,POULTRY,BROILERS,,Alternative Use
2007,Manure Transport,24039,SOMERSET,,,398.81,Tons,POULTRY,BROILERS,,Alternative Use
2007,Manure Transport,24039,SOMERSET,,,539.57,Tons,POULTRY,BROILERS,,Alternative Use
2007,Manure Transport,24011,CAROLINE,,,1207.83,Tons,POULTRY,BROILERS,,Alternative Use
2007,Manure Transport,24019,DORCHESTER,,,655.3,Tons,POULTRY,BROILERS,,Alternative Use
2007,Manure Transport,24045,WICOMICO,,,259.61,Tons,POULTRY,BROILERS,,Alternative Use
2007,Manure Transport,24047,WORCESTER,,,669.56,Tons,POULTRY,BROILERS,,Alternative Use
2007,Manure Transport,24011,CAROLINE,,,247.27,Tons,POULTRY,BROILERS,,Alternative Use
2007,Manure Transport,24011,CAROLINE,,,244.69,Tons,POULTRY,BROILERS,,Alternative Use
2007,Manure Transport,24039,SOMERSET,,,661.83,Tons,POULTRY,BROILERS,,Alternative Use
2007,Manure Transport,24045,WICOMICO,,,259.88,Tons,POULTRY,BROILERS,,Alternative Use
2007,Manure Transport,24047,WORCESTER,,,804.35,Tons,POULTRY,BROILERS,,Alternative Use
2007,Manure Transport,24019,DORCHESTER,,,412.04,Tons,POULTRY,BROILERS,,Alternative Use
2007,Manure Transport,24019,DORCHESTER,,,289.46,Tons,POULTRY,BROILERS,,Alternative Use
2007,Manure Transport,24045,WICOMICO,,,567.5,Tons,POULTRY,BROILERS,,Alternative Use
2007,Manure Transport,24045,WICOMICO,,,411.9,Tons,POULTRY,BROILERS,,Alternative Use
2007,Manure Transport,24045,WICOMICO,,,502.89,Tons,POULTRY,BROILERS,,Alternative Use
2007,Manure Transport,24011,CAROLINE,,,296.72,Tons,POULTRY,BROILERS,,Alternative Use
2007,Manure Transport,24011,CAROLINE,,,1151.47,Tons,POULTRY,BROILERS,,Alternative Use
2007,Manure Transport,24045,WICOMICO,,,1199.29,Tons,POULTRY,BROILERS,,Alternative Use
2007,Manure Transport,24011,CAROLINE,,,279.36,Tons,POULTRY,BROILERS,,Alternative Use
2007,Manure Transport,24011,CAROLINE,,,98.27,Tons,POULTRY,BROILERS,,Alternative Use
2007,Manure Transport,24019,DORCHESTER,,,223,Tons,POULTRY,BROILERS,,Alternative Use
2007,Manure Transport,24039,SOMERSET,,,561.03,Tons,POULTRY,BROILERS,,Alternative Use
2007,Manure Transport,24039,SOMERSET,,,243.62,Tons,POULTRY,BROILERS,,Alternative Use
2007,Manure Transport,24039,SOMERSET,,,256.18,Tons,POULTRY,BROILERS,,Alternative Use
2007,Manure Transport,24045,WICOMICO,,,1673.74,Tons,POULTRY,BROILERS,,Alternative Use
2007,Manure Transport,24045,WICOMICO,,,152.19,Tons,POULTRY,BROILERS,,Alternative Use
2007,Manure Transport,24045,WICOMICO,,,303.57,Tons,POULTRY,BROILERS,,Alternative Use
2007,Manure Transport,24045,WICOMICO,,,235.16,Tons,POULTRY,BROILERS,,Alternative Use
2007,Manure Transport,24045,WICOMICO,,,1350.99,Tons,POULTRY,BROILERS,,Alternative Use
2007,Manure Transport,24045,WICOMICO,,,244.76,Tons,POULTRY,BROILERS,,Alternative Use
2007,Manure Transport,24045,WICOMICO,,,655.46,Tons,POULTRY,BROILERS,,Alternative Use
2007,Manure Transport,24011,CAROLINE,,,285.32,Tons,POULTRY,BROILERS,,Alternative Use
2007,Manure Transport,24045,WICOMICO,,,946.27,Tons,POULTRY,BROILERS,,Alternative Use
2007,Manure Transport,24045,WICOMICO,,,495.19,Tons,POULTRY,BROILERS,,Alternative Use
2007,Manure Transport,24045,WICOMICO,,,499.05,Tons,POULTRY,BROILERS,,Alternative Use
2007,Manure Transport,24045,WICOMICO,,,152.28,Tons,POULTRY,BROILERS,,Alternative Use
2007,Manure Transport,24047,WORCESTER,,,500.99,Tons,POULTRY,BROILERS,,Alternative Use
2008,Manure Transport,24011,CAROLINE,,,287.5,Tons,POULTRY,BROILERS,,Alternative Use
2008,Manure Transport,24045,WICOMICO,,,594.28,Tons,POULTRY,BROILERS,,Alternative Use
2008,Manure Transport,24045,WICOMICO,,,198.25,Tons,POULTRY,BROILERS,,Alternative Use
2008,Manure Transport,24045,WICOMICO,,,25.62,Tons,POULTRY,BROILERS,,Alternative Use
2008,Manure Transport,24047,WORCESTER,,,567.41,Tons,POULTRY,BROILERS,,Alternative Use
2008,Manure Transport,24039,SOMERSET,,,899.75,Tons,POULTRY,BROILERS,,Alternative Use
2008,Manure Transport,24039,SOMERSET,,,875.33,Tons,POULTRY,BROILERS,,Alternative Use
2008,Manure Transport,24045,WICOMICO,,,363.06,Tons,POULTRY,BROILERS,,Alternative Use
2008,Manure Transport,24045,WICOMICO,,,359.23,Tons,POULTRY,BROILERS,,Alternative Use
2008,Manure Transport,24045,WICOMICO,,,341.42,Tons,POULTRY,BROILERS,,Alternative Use
2008,Manure Transport,24045,WICOMICO,,,519.43,Tons,POULTRY,BROILERS,,Alternative Use
2008,Manure Transport,24019,DORCHESTER,,,398.27,Tons,POULTRY,BROILERS,,Alternative Use
2008,Manure Transport,24045,WICOMICO,,,199.58,Tons,POULTRY,BROILERS,,Alternative Use
2008,Manure Transport,24039,SOMERSET,,,627.62,Tons,POULTRY,BROILERS,,Alternative Use
2008,Manure Transport,24039,SOMERSET,,,768.59,Tons,POULTRY,BROILERS,,Alternative Use
2008,Manure Transport,24039,SOMERSET,,,195.21,Tons,POULTRY,BROILERS,,Alternative Use
2008,Manure Transport,24011,CAROLINE,,,308.57,Tons,POULTRY,BROILERS,,Alternative Use
2008,Manure Transport,24047,WORCESTER,,,463.74,Tons,POULTRY,BROILERS,,Alternative Use
2008,Manure Transport,24011,CAROLINE,,,686.45,Tons,POULTRY,BROILERS,,Alternative Use
2008,Manure Transport,24019,DORCHESTER,,,409.44,Tons,POULTRY,BROILERS,,Alternative Use
2008,Manure Transport,24019,DORCHESTER,,,458.66,Tons,POULTRY,BROILERS,,Alternative Use
2008,Manure Transport,24045,WICOMICO,,,441.74,Tons,POULTRY,BROILERS,,Alternative Use
2008,Manure Transport,24045,WICOMICO,,,331.69,Tons,POULTRY,BROILERS,,Alternative Use
2008,Manure Transport,24047,WORCESTER,,,976,Tons,POULTRY,BROILERS,,Alternative Use
2008,Manure Transport,24039,SOMERSET,,,2352.7,Tons,POULTRY,BROILERS,,Alternative Use
2008,Manure Transport,24045,WICOMICO,,,309.51,Tons,POULTRY,BROILERS,,Alternative Use
2008,Manure Transport,24045,WICOMICO,,,609.26,Tons,POULTRY,BROILERS,,Alternative Use
2008,Manure Transport,24047,WORCESTER,,,1451.38,Tons,POULTRY,BROILERS,,Alternative Use
2008,Manure Transport,24047,WORCESTER,,,377.14,Tons,POULTRY,BROILERS,,Alternative Use
2008,Manure Transport,24011,CAROLINE,,,213.97,Tons,POULTRY,BROILERS,,Alternative Use
2008,Manure Transport,24019,DORCHESTER,,,120.79,Tons,POULTRY,ROASTERS,,Alternative Use
2008,Manure Transport,24011,CAROLINE,,,584.27,Tons,POULTRY,BROILERS,,Alternative Use
2008,Manure Transport,24011,CAROLINE,,,242.5,Tons,POULTRY,BROILERS,,Alternative Use
2008,Manure Transport,24039,SOMERSET,,,323.1,Tons,POULTRY,BROILERS,,Alternative Use
2008,Manure Transport,24045,WICOMICO,,,74.47,Tons,POULTRY,BROILERS,,Alternative Use
2008,Manure Transport,24019,DORCHESTER,,,1154.1,Tons,POULTRY,BROILERS,,Alternative Use
2008,Manure Transport,24039,SOMERSET,,,63,Tons,POULTRY,BROILERS,,Alternative Use
2008,Manure Transport,24045,WICOMICO,,,221.13,Tons,POULTRY,BROILERS,,Alternative Use
2008,Manure Transport,24011,CAROLINE,,,273.03,Tons,POULTRY,BROILERS,,Alternative Use
2008,Manure Transport,24019,DORCHESTER,,,426.54,Tons,POULTRY,BROILERS,,Alternative Use
2008,Manure Transport,24039,SOMERSET,,,472.5,Tons,POULTRY,BROILERS,,Alternative Use
2008,Manure Transport,24045,WICOMICO,,,2350.25,Tons,POULTRY,BROILERS,,Alternative Use
2008,Manure Transport,24045,WICOMICO,,,283.59,Tons,POULTRY,BROILERS,,Alternative Use
2008,Manure Transport,24045,WICOMICO,,,114.16,Tons,POULTRY,BROILERS,,Alternative Use
2008,Manure Transport,24045,WICOMICO,,,902.17,Tons,POULTRY,BROILERS,,Alternative Use
2008,Manure Transport,24011,CAROLINE,,,175.5,Tons,POULTRY,BROILERS,,Alternative Use
2008,Manure Transport,24011,CAROLINE,,,201.78,Tons,POULTRY,BROILERS,,Alternative Use
2008,Manure Transport,24011,CAROLINE,,,325.48,Tons,POULTRY,BROILERS,,Alternative Use
2008,Manure Transport,24011,CAROLINE,,,371.89,Tons,POULTRY,BROILERS,,Alternative Use
2008,Manure Transport,24011,CAROLINE,,,440.75,Tons,POULTRY,BROILERS,,Alternative Use
2008,Manure Transport,24019,DORCHESTER,,,161.79,Tons,POULTRY,BROILERS,,Alternative Use
2008,Manure Transport,24019,DORCHESTER,,,94.59,Tons,POULTRY,BROILERS,,Alternative Use
2008,Manure Transport,24035,QUEEN ANNE'S,,,455.13,Tons,POULTRY,BROILERS,,Alternative Use
2008,Manure Transport,24035,QUEEN ANNE'S,,,196.49,Tons,POULTRY,BROILERS,,Alternative Use
2008,Manure Transport,24039,SOMERSET,,,1007.18,Tons,POULTRY,BROILERS,,Alternative Use
2008,Manure Transport,24045,WICOMICO,,,602.55,Tons,POULTRY,BROILERS,,Alternative Use
2008,Manure Transport,24045,WICOMICO,,,209.04,Tons,POULTRY,BROILERS,,Alternative Use
2008,Manure Transport,24045,WICOMICO,,,836.43,Tons,POULTRY,BROILERS,,Alternative Use
2008,Manure Transport,24045,WICOMICO,,,12.1,Tons,POULTRY,BROILERS,,Alternative Use
2008,Manure Transport,24045,WICOMICO,,,346.3,Tons,POULTRY,BROILERS,,Alternative Use
2008,Manure Transport,24047,WORCESTER,,,241.71,Tons,POULTRY,BROILERS,,Alternative Use
2008,Manure Transport,24047,WORCESTER,,,218.87,Tons,POULTRY,BROILERS,,Alternative Use
2008,Manure Transport,24039,SOMERSET,,,235.83,Tons,POULTRY,BROILERS,,Alternative Use
2008,Manure Transport,24039,SOMERSET,,,153.17,Tons,POULTRY,BROILERS,,Alternative Use
2008,Manure Transport,24039,SOMERSET,,,288.84,Tons,POULTRY,BROILERS,,Alternative Use
2008,Manure Transport,24039,SOMERSET,,,1079.1,Tons,POULTRY,BROILERS,,Alternative Use
2008,Manure Transport,24039,SOMERSET,,,259.21,Tons,POULTRY,BROILERS,,Alternative Use
2008,Manure Transport,24045,WICOMICO,,,296.48,Tons,POULTRY,BROILERS,,Alternative Use
2008,Manure Transport,24045,WICOMICO,,,1439.24,Tons,POULTRY,BROILERS,,Alternative Use
2008,Manure Transport,24045,WICOMICO,,,493.86,Tons,POULTRY,BROILERS,,Alternative Use
2008,Manure Transport,24045,WICOMICO,,,891,Tons,POULTRY,BROILERS,,Alternative Use
2008,Manure Transport,24045,WICOMICO,,,704.12,Tons,POULTRY,BROILERS,,Alternative Use
2009,Manure Transport,24045,WICOMICO,,,143.25,Tons,POULTRY,BROILERS,,Alternative Use
2009,Manure Transport,24045,WICOMICO,,,472.09,Tons,POULTRY,BROILERS,,Alternative Use
2009,Manure Transport,24045,WICOMICO,,,324.31,Tons,POULTRY,BROILERS,,Alternative Use
2009,Manure Transport,24047,WORCESTER,,,424.84,Tons,POULTRY,BROILERS,,Alternative Use
2009,Manure Transport,24047,WORCESTER,,,89.1,Tons,POULTRY,BROILERS,,Alternative Use
2009,Manure Transport,24011,CAROLINE,,,671.34,Tons,POULTRY,BROILERS,,Alternative Use
2009,Manure Transport,24039,SOMERSET,,,190.94,Tons,POULTRY,BROILERS,,Alternative Use
2009,Manure Transport,24045,WICOMICO,,,365.51,Tons,POULTRY,BROILERS,,Alternative Use
2009,Manure Transport,24045,WICOMICO,,,848.8,Tons,POULTRY,BROILERS,,Alternative Use
2009,Manure Transport,24045,WICOMICO,,,407.06,Tons,POULTRY,BROILERS,,Alternative Use
2009,Manure Transport,24045,WICOMICO,,,384.74,Tons,POULTRY,BROILERS,,Alternative Use
2009,Manure Transport,24047,WORCESTER,,,1491.89,Tons,POULTRY,BROILERS,,Alternative Use
2009,Manure Transport,24039,SOMERSET,,,1520.66,Tons,POULTRY,BROILERS,,Alternative Use
2009,Manure Transport,24045,WICOMICO,,,292.82,Tons,POULTRY,BROILERS,,Alternative Use
2009,Manure Transport,24045,WICOMICO,,,1184.73,Tons,POULTRY,BROILERS,,Alternative Use
2009,Manure Transport,24019,DORCHESTER,,,559.23,Tons,POULTRY,BROILERS,,Alternative Use
2009,Manure Transport,24045,WICOMICO,,,756.79,Tons,POULTRY,BROILERS,,Alternative Use
2009,Manure Transport,24039,SOMERSET,,,584.4,Tons,POULTRY,BROILERS,,Alternative Use
2009,Manure Transport,24047,WORCESTER,,,300.73,Tons,POULTRY,BROILERS,,Alternative Use
2009,Manure Transport,24047,WORCESTER,,,628.58,Tons,POULTRY,BROILERS,,Alternative Use
2009,Manure Transport,24019,DORCHESTER,,,1191.26,Tons,POULTRY,BROILERS,,Alternative Use
2009,Manure Transport,24045,WICOMICO,,,729.37,Tons,POULTRY,BROILERS,,Alternative Use
2009,Manure Transport,24045,WICOMICO,,,236.68,Tons,POULTRY,BROILERS,,Alternative Use
2009,Manure Transport,24045,WICOMICO,,,373.25,Tons,POULTRY,BROILERS,,Alternative Use
2009,Manure Transport,24047,WORCESTER,,,690.06,Tons,POULTRY,BROILERS,,Alternative Use
2009,Manure Transport,24047,WORCESTER,,,981.12,Tons,POULTRY,BROILERS,,Alternative Use
2009,Manure Transport,24039,SOMERSET,,,626.06,Tons,POULTRY,BROILERS,,Alternative Use
2009,Manure Transport,24045,WICOMICO,,,73.19,Tons,POULTRY,BROILERS,,Alternative Use
2009,Manure Transport,24045,WICOMICO,,,229.01,Tons,POULTRY,ROASTERS,,Alternative Use
2009,Manure Transport,24047,WORCESTER,,,242.01,Tons,POULTRY,BROILERS,,Alternative Use
2009,Manure Transport,24047,WORCESTER,,,290.5,Tons,POULTRY,BROILERS,,Alternative Use
2009,Manure Transport,24045,WICOMICO,,,1912.51,Tons,POULTRY,BROILERS,,Alternative Use
2009,Manure Transport,24045,WICOMICO,,,698.64,Tons,POULTRY,BROILERS,,Alternative Use
2009,Manure Transport,24011,CAROLINE,,,355.64,Tons,POULTRY,BROILERS,,Alternative Use
2009,Manure Transport,24011,CAROLINE,,,398.49,Tons,POULTRY,BROILERS,,Alternative Use
2009,Manure Transport,24045,WICOMICO,,,286.96,Tons,POULTRY,BROILERS,,Alternative Use
2009,Manure Transport,24045,WICOMICO,,,300.53,Tons,POULTRY,BROILERS,,Alternative Use
2009,Manure Transport,24019,DORCHESTER,,,419.45,Tons,POULTRY,BROILERS,,Alternative Use
2009,Manure Transport,24039,SOMERSET,,,118.86,Tons,POULTRY,BROILERS,,Alternative Use
2009,Manure Transport,24039,SOMERSET,,,1738.07,Tons,POULTRY,BROILERS,,Alternative Use
2009,Manure Transport,24045,WICOMICO,,,376.6,Tons,POULTRY,BROILERS,,Alternative Use
