Fiscal Year ,BMP Name,Sending County Code,Sending County ,Receiving County Code,Receiving County,Extent,Unit,Animal Primary Type,Animal subtype,Receiving State,Receiving Location
2012,Manure Transport,24047,WORCESTER,,,239.09,Tons,POULTRY,BROILERS,,Alternative Use
2012,Manure Transport,24047,WORCESTER,,,71.91,Tons,POULTRY,BROILERS,,Alternative Use
2012,Manure Transport,24011,CAROLINE,,,409.48,Tons,POULTRY,BROILERS,,Alternative Use
2012,Manure Transport,24045,WICOMICO,,,263.62,Tons,POULTRY,BROILERS,,Alternative Use
2012,Manure Transport,24039,SOMERSET,,,285.86,Tons,POULTRY,BROILERS,,Alternative Use
2012,Manure Transport,24039,SOMERSET,,,429.68,Tons,POULTRY,BROILERS,,Alternative Use
2012,Manure Transport,24047,WORCESTER,,,336.52,Tons,POULTRY,BROILERS,,Alternative Use
2012,Manure Transport,24047,WORCESTER,,,1155.44,Tons,POULTRY,BROILERS,,Alternative Use
2012,Manure Transport,24039,SOMERSET,,,148,Tons,POULTRY,BROILERS,,Alternative Use
2012,Manure Transport,24039,SOMERSET,,,150.25,Tons,POULTRY,BROILERS,,Alternative Use
2012,Manure Transport,24045,WICOMICO,,,677.99,Tons,POULTRY,BROILERS,,Alternative Use
2012,Manure Transport,24047,WORCESTER,,,188.1,Tons,POULTRY,BROILERS,,Alternative Use
2012,Manure Transport,24047,WORCESTER,,,475.52,Tons,POULTRY,BROILERS,,Alternative Use
2012,Manure Transport,24047,WORCESTER,,,146.92,Tons,POULTRY,BROILERS,,Alternative Use
2012,Manure Transport,24047,WORCESTER,,,410.79,Tons,POULTRY,BROILERS,,Alternative Use
2012,Manure Transport,24039,SOMERSET,,,516.71,Tons,POULTRY,BROILERS,,Alternative Use
2012,Manure Transport,24039,SOMERSET,,,507.05,Tons,POULTRY,BROILERS,,Alternative Use
2012,Manure Transport,24039,SOMERSET,,,47.44,Tons,POULTRY,BROILERS,,Alternative Use
2012,Manure Transport,24045,WICOMICO,,,503.93,Tons,POULTRY,BROILERS,,Alternative Use
2012,Manure Transport,24045,WICOMICO,,,216.35,Tons,POULTRY,BROILERS,,Alternative Use
2012,Manure Transport,24045,WICOMICO,,,279.77,Tons,POULTRY,BROILERS,,Alternative Use
2012,Manure Transport,24045,WICOMICO,,,259.83,Tons,POULTRY,BROILERS,,Alternative Use
2012,Manure Transport,24045,WICOMICO,,,236.43,Tons,POULTRY,BROILERS,,Alternative Use
2012,Manure Transport,24045,WICOMICO,,,190.61,Tons,POULTRY,BROILERS,,Alternative Use
2012,Manure Transport,24047,WORCESTER,,,288.47,Tons,POULTRY,BROILERS,,Alternative Use
2012,Manure Transport,24047,WORCESTER,,,310.89,Tons,POULTRY,BROILERS,,Alternative Use
2012,Manure Transport,24039,SOMERSET,,,241.62,Tons,POULTRY,BROILERS,,Alternative Use
2012,Manure Transport,24039,SOMERSET,,,505.15,Tons,POULTRY,BROILERS,,Alternative Use
2012,Manure Transport,24039,SOMERSET,,,215.65,Tons,POULTRY,BROILERS,,Alternative Use
2012,Manure Transport,24045,WICOMICO,,,192.06,Tons,POULTRY,BROILERS,,Alternative Use
2012,Manure Transport,24045,WICOMICO,,,544.99,Tons,POULTRY,BROILERS,,Alternative Use
2012,Manure Transport,24045,WICOMICO,,,96.74,Tons,POULTRY,BROILERS,,Alternative Use
2012,Manure Transport,24045,WICOMICO,,,259.43,Tons,POULTRY,BROILERS,,Alternative Use
2012,Manure Transport,24045,WICOMICO,,,93.06,Tons,POULTRY,BROILERS,,Alternative Use
2012,Manure Transport,24045,WICOMICO,,,120.71,Tons,POULTRY,BROILERS,,Alternative Use
2012,Manure Transport,24045,WICOMICO,,,95.5,Tons,POULTRY,BROILERS,,Alternative Use
2012,Manure Transport,24047,WORCESTER,,,215.97,Tons,POULTRY,BROILERS,,Alternative Use
2012,Manure Transport,24045,WICOMICO,,,48.24,Tons,POULTRY,BROILERS,,Alternative Use
2012,Manure Transport,24045,WICOMICO,,,100.03,Tons,POULTRY,BROILERS,,Alternative Use
2012,Manure Transport,24047,WORCESTER,,,1940.76,Tons,POULTRY,BROILERS,,Alternative Use
2012,Manure Transport,24045,WICOMICO,,,311.27,Tons,POULTRY,BROILERS,,Alternative Use
2012,Manure Transport,24045,WICOMICO,,,166.07,Tons,POULTRY,BROILERS,,Alternative Use
2012,Manure Transport,24045,WICOMICO,,,431.73,Tons,POULTRY,BROILERS,,Alternative Use
2012,Manure Transport,24039,SOMERSET,,,272.93,Tons,POULTRY,BROILERS,,Alternative Use
2012,Manure Transport,24045,WICOMICO,,,910.62,Tons,POULTRY,BROILERS,,Alternative Use
2012,Manure Transport,24045,WICOMICO,,,198,Tons,POULTRY,BROILERS,,Alternative Use
2012,Manure Transport,24045,WICOMICO,,,445,Tons,POULTRY,BROILERS,,Alternative Use
2012,Manure Transport,24047,WORCESTER,,,131.11,Tons,POULTRY,BROILERS,,Alternative Use
2012,Manure Transport,24039,SOMERSET,,,194.5,Tons,POULTRY,BROILERS,,Alternative Use
2012,Manure Transport,24039,SOMERSET,,,311.11,Tons,POULTRY,BROILERS,,Alternative Use
2012,Manure Transport,24045,WICOMICO,,,691.56,Tons,POULTRY,BROILERS,,Alternative Use
2012,Manure Transport,24045,WICOMICO,,,95.19,Tons,POULTRY,BROILERS,,Alternative Use
2012,Manure Transport,24045,WICOMICO,,,646.39,Tons,POULTRY,BROILERS,,Alternative Use
2012,Manure Transport,24047,WORCESTER,,,500.52,Tons,POULTRY,BROILERS,,Alternative Use
2012,Manure Transport,24047,WORCESTER,,,1039.12,Tons,POULTRY,BROILERS,,Alternative Use
2012,Manure Transport,24047,WORCESTER,,,239.92,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24045,WICOMICO,,,399.11,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24045,WICOMICO,,,692.89,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24047,WORCESTER,,,346.49,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24039,SOMERSET,,,738.89,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24045,WICOMICO,,,524.95,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24045,WICOMICO,,,338.97,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24047,WORCESTER,,,66.68,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24045,WICOMICO,,,285.71,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24045,WICOMICO,,,334.94,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24045,WICOMICO,,,718.52,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24047,WORCESTER,,,215.8,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24045,WICOMICO,,,772.04,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24047,WORCESTER,,,274.56,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24039,SOMERSET,,,362.39,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24039,SOMERSET,,,686.37,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24039,SOMERSET,,,202.84,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24039,SOMERSET,,,526.94,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24045,WICOMICO,,,441.86,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24045,WICOMICO,,,335.11,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24045,WICOMICO,,,71.96,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24045,WICOMICO,,,382.01,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24045,WICOMICO,,,792.82,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24047,WORCESTER,,,168.83,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24039,SOMERSET,,,203.89,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24045,WICOMICO,,,425.16,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24047,WORCESTER,,,125.36,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24039,SOMERSET,,,214.91,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24045,WICOMICO,,,313.74,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24045,WICOMICO,,,120.2,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24047,WORCESTER,,,216.87,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24047,WORCESTER,,,95.35,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24039,SOMERSET,,,483.2,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24045,WICOMICO,,,64.62,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24045,WICOMICO,,,499.79,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24045,WICOMICO,,,351.44,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24039,SOMERSET,,,72.31,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24045,WICOMICO,,,399.15,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24045,WICOMICO,,,144.53,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24045,WICOMICO,,,432.44,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24045,WICOMICO,,,265.05,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24045,WICOMICO,,,119.56,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24047,WORCESTER,,,2026.24,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24047,WORCESTER,,,508.14,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24039,SOMERSET,,,356.98,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24045,WICOMICO,,,96.46,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24045,WICOMICO,,,211.58,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24045,WICOMICO,,,68.21,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24045,WICOMICO,,,22.77,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24045,WICOMICO,,,72.51,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24047,WORCESTER,,,69.34,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24047,WORCESTER,,,1492.05,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24039,SOMERSET,,,21.64,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24039,SOMERSET,,,24.7,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24039,SOMERSET,,,111.7,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24039,SOMERSET,,,262.17,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24039,SOMERSET,,,210.13,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24045,WICOMICO,,,167.02,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24045,WICOMICO,,,190.72,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24045,WICOMICO,,,70.33,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24047,WORCESTER,,,191.7,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24039,SOMERSET,,,888.28,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24047,WORCESTER,,,209.14,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24039,SOMERSET,,,516.73,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24045,WICOMICO,,,1012.45,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24047,WORCESTER,,,701.11,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24019,DORCHESTER,,,199.82,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24039,SOMERSET,,,49.88,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24039,SOMERSET,,,144.62,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24045,WICOMICO,,,974,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24045,WICOMICO,,,110.52,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24045,WICOMICO,,,207.25,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24039,SOMERSET,,,236.8,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24039,SOMERSET,,,327.83,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24045,WICOMICO,,,142.33,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24045,WICOMICO,,,188.27,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24045,WICOMICO,,,72.03,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24045,WICOMICO,,,67.97,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24045,WICOMICO,,,239.77,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24045,WICOMICO,,,114.58,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24045,WICOMICO,,,96.27,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24045,WICOMICO,,,162.77,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24045,WICOMICO,,,218.2,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24047,WORCESTER,,,308.18,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24039,SOMERSET,,,75.17,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24039,SOMERSET,,,1164.36,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24045,WICOMICO,,,214.54,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24045,WICOMICO,,,100.24,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24045,WICOMICO,,,305.41,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24047,WORCESTER,,,441.5,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24047,WORCESTER,,,226.37,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24039,SOMERSET,,,314.18,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24045,WICOMICO,,,96.57,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24045,WICOMICO,,,189.5,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24047,WORCESTER,,,190.99,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24047,WORCESTER,,,120.72,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24039,SOMERSET,,,49.46,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24039,SOMERSET,,,72.74,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24039,SOMERSET,,,199.46,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24045,WICOMICO,,,280.12,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24039,SOMERSET,,,94.84,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24039,SOMERSET,,,71.89,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24039,SOMERSET,,,71.54,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24045,WICOMICO,,,212.27,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24045,WICOMICO,,,71.01,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24045,WICOMICO,,,96.22,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24045,WICOMICO,,,71.16,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24045,WICOMICO,,,516.85,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24045,WICOMICO,,,46.87,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24045,WICOMICO,,,118.03,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24045,WICOMICO,,,956.14,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24047,WORCESTER,,,47.95,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24047,WORCESTER,,,706.19,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24039,SOMERSET,,,93.48,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24045,WICOMICO,,,72.82,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24045,WICOMICO,,,141.24,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24045,WICOMICO,,,161.88,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24045,WICOMICO,,,95.5,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24045,WICOMICO,,,72.82,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24045,WICOMICO,,,571.45,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24045,WICOMICO,,,93.76,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24045,WICOMICO,,,93.02,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24045,WICOMICO,,,213.8,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24045,WICOMICO,,,308.8,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24047,WORCESTER,,,331.39,Tons,POULTRY,BROILERS,,Alternative Use
2013,Manure Transport,24047,WORCESTER,,,95.34,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24039,SOMERSET,,,200.36,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24039,SOMERSET,,,118.21,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24039,SOMERSET,,,1162.78,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24045,WICOMICO,,,196.53,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24039,SOMERSET,,,92.82,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24039,SOMERSET,,,95.77,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24045,WICOMICO,,,307.67,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24047,WORCESTER,,,530.01,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24047,WORCESTER,,,1808.36,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24019,DORCHESTER,,,173.39,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24039,SOMERSET,,,298.27,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24039,SOMERSET,,,247.57,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24045,WICOMICO,,,248.28,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24045,WICOMICO,,,148.94,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24047,WORCESTER,,,476.46,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24039,SOMERSET,,,1000.84,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24039,SOMERSET,,,70.71,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24039,SOMERSET,,,23.72,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24039,SOMERSET,,,72.62,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24045,WICOMICO,,,256.75,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24045,WICOMICO,,,114.95,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24045,WICOMICO,,,47.16,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24045,WICOMICO,,,72.02,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24045,WICOMICO,,,45.65,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24045,WICOMICO,,,142.32,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24045,WICOMICO,,,116.02,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24045,WICOMICO,,,46.9,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24045,WICOMICO,,,94.92,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24045,WICOMICO,,,23.72,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24045,WICOMICO,,,46.54,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24045,WICOMICO,,,96.33,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24045,WICOMICO,,,209.8,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24047,WORCESTER,,,48.27,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24047,WORCESTER,,,23.23,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24047,WORCESTER,,,48.22,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24011,CAROLINE,,,75.26,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24039,SOMERSET,,,198.43,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24039,SOMERSET,,,191.94,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24039,SOMERSET,,,339.55,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24045,WICOMICO,,,77.42,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24045,WICOMICO,,,270.87,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24045,WICOMICO,,,173.36,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24045,WICOMICO,,,248.02,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24045,WICOMICO,,,74.36,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24047,WORCESTER,,,607.21,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24047,WORCESTER,,,118.68,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24047,WORCESTER,,,222.07,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24045,WICOMICO,,,113.33,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24045,WICOMICO,,,235.36,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24039,SOMERSET,,,223.2,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24045,WICOMICO,,,142.81,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24045,WICOMICO,,,120.09,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24045,WICOMICO,,,167,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24045,WICOMICO,,,655.63,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24047,WORCESTER,,,1528.37,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24047,WORCESTER,,,1795.04,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24047,WORCESTER,,,163.53,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24047,WORCESTER,,,46.9,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24047,WORCESTER,,,47.44,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24047,WORCESTER,,,334.48,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24045,WICOMICO,,,99.14,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24047,WORCESTER,,,94.11,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24045,WICOMICO,,,64.49,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24011,CAROLINE,,,99.33,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24039,SOMERSET,,,760.08,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24039,SOMERSET,,,46.97,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24045,WICOMICO,,,685.53,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24045,WICOMICO,,,158.58,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24045,WICOMICO,,,190.42,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24045,WICOMICO,,,93.48,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24045,WICOMICO,,,350.3,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24045,WICOMICO,,,93.11,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24047,WORCESTER,,,699.12,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24047,WORCESTER,,,141.77,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24045,WICOMICO,,,92.89,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24047,WORCESTER,,,469.54,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24011,CAROLINE,,,222.98,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24039,SOMERSET,,,98.23,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24039,SOMERSET,,,99.71,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24039,SOMERSET,,,322.22,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24039,SOMERSET,,,2304.28,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24045,WICOMICO,,,95.21,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24045,WICOMICO,,,174.85,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24045,WICOMICO,,,269.34,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24045,WICOMICO,,,43.34,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24045,WICOMICO,,,70.13,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24045,WICOMICO,,,46.66,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24045,WICOMICO,,,120.4,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24045,WICOMICO,,,166.55,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24045,WICOMICO,,,187.33,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24045,WICOMICO,,,96.21,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24045,WICOMICO,,,210.9,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24045,WICOMICO,,,164.97,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24047,WORCESTER,,,148.24,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24047,WORCESTER,,,327.27,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24047,WORCESTER,,,72.66,Tons,POULTRY,BROILERS,,Alternative Use
2014,Manure Transport,24047,WORCESTER,,,92.97,Tons,POULTRY,BROILERS,,Alternative Use
